file_name,transcription,utterance_id
data\segment_4894.wav, There are three important principles laid down here which I want to just press into service.,y79768kg78
data\segment_4895.wav, three thousand. one thousand three hundred and thirty six page one thousand of volume five A.,yyiif2g7tu
data\segment_4896.wav, This is twenty sixteen ten SEC three eight six. If my lords would kindly turn to page one three five nine paragraph thirty three.,6bc7xiiv5c
data\segment_4897.wav," Paragraph thirty three says Section sixteen empowers the arbitral tribunal to rule upon its own jurisdiction including ruling on any objection with respect to the existence or validity of an arbitration agreement. Very important because existence, even assuming stamp goes to existence, it's housed with the arbitral tribunal under sixteen. sixteen one b stipulates that a decision by the arbitral tribunal.",5kkxy2zmnk
data\segment_4898.wav, that a contract is null and void shall not entail IPSO.,uqrn50lr6i
data\segment_4899.wav, Yes. sixteen one b stipulates that a decision by the arbitral tribunal that a contract is null and void shall not entail ipso jure the invalidity of the arbitration clause. Hence the invalidity of the contract between the parties does not render the arbitration agreement invalid as a consequence of law. This recognizes as inheriting in the arbitrator the jurisdiction to consider whether the main contract other than the arbitration clause is null and void.,hp2ydi4jh9
data\segment_4900.wav," The arbitration agreement survives for determining whether the contract in which the arbitration clause is embodied is null and void, which would include voidability on ground of fraud. The severability of the arbitration agreement is a doctrinal development of crucial significance, for it leaves the adjudicatory power of the arbitral tribunal unaffected over any objection that the main contract between the parties is affected by fraud or undue influence. My learned friends.",lfuj5z4wdk
data\segment_4901.wav," So the respondents in their submissions have argued long and hard that the doctrine of separability should not be applied to a stamp issue. If that is so, even then by virtue of section sixteen, that issue must go to the arbitral tribunal. The next para is para forty six at page one thousand three hundred and sixty six.",luc5nv9nhk
data\segment_4902.wav, I'll just read a small portion of it. At page one hundred and thirty six is my paragraph forty six. My lords have cited Fiona Trust and then at the bottom Placetum Jeep.,2u4i6nenj3
data\segment_4903.wav, Then nine matters in seven zero one.,fcdsl6wion
data\segment_4904.wav," Arbitration must provide a one stop forum for resolution of disputes. The court of appeal held that if arbitrators can decide whether a contract is void for initial illegality, there is no reason why they should not decide whether a contract is procured by bribery, just as much as they can decide whether a contract has been vitiated by misrepresentation or nondisclosure. So the second principle is also accepted in the Vidya Jolya judgment of a one stop forum for adjudication.",hvkwuqw524
data\segment_4905.wav, Deciding a stamp objection in court before making a reference will violate this principle as well.,8b9nkjfjh3
data\segment_4906.wav," And your lordships have given the reason underlying para forty six in para forty eight, which is one three six seven.",iqf92e9xq0
data\segment_4907.wav," The basic principle which must guide judicial decision making is that arbitration is essentially a voluntary assumption of an obligation by contracting parties to resolve their disputes through a crisis tribunal. The intent of the parties is expressed in the terms of their agreement. Where commercial entities and persons of business enter into such dealings, they do so with a knowledge of the efficacy of the arbitral process. The commercial understanding is reflected in the terms of the agreement between the parties.",wr5cz3dkxq
data\segment_4908.wav," The duty of the court is to impart to that commercial understanding a sense of business efficacy. So the second one stop business efficacy parties intended that one forum would decide all the disputes and it would not be split amongst different form. And the third principle, a more general principle in paragraph fifty three one thousand three hundred sixty nine.",vs5wxyo1am
data\segment_4909.wav, The Arbitration Act shouldn't mind you.,k6wi0ktyrk
data\segment_4910.wav, be interpreted so as to bring in line the principles underlying its interpretation in a manner that is consistent with prevailing approaches in the common law world. Jurisprudence in India must evolve towards strengthening the institutional efficacy of arbitration. Deference to a forum chosen by the parties as a complete remedy for solving all their claims is but part of that evolution. Minimizing the intervention of courts is again a recognition of the same principle.,fuiv9sfdt0
